商品序号,商品ID,艺术家,作品名,artwork_lookup_key,original_reference,scene_1_reference,scene_1_qa_status,scene_1_qa_reason,scene_2_reference,scene_2_qa_status,scene_2_qa_reason,product_qa_status,qa_evidence_path,original_reference_local_path,scene_1_local_path,scene_2_local_path,failure_evidence_path
60,6a7aa0c9c13d0f0015227755,陈玲,夜落星河,陈玲-夜落星河,LOCAL_SOURCE:060_row62_夜落星河.jpeg|LOOKUP:陈玲-夜落星河,EXISTING_PRODUCT:image_02.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,EXISTING_PRODUCT:image_03.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P060_夜落星河_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\060_row62_夜落星河.jpeg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\060_6a7aa0c9c13d0f0015227755\image_02.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\060_6a7aa0c9c13d0f0015227755\image_03.jpg,
61,6a4b738982f5610015b5274a,陈玲,枕星而眠,陈玲-枕星而眠,LOCAL_SOURCE:official_01.jpg|LOOKUP:陈玲-枕星而眠,OFFICIAL:official_03.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,OFFICIAL:official_04.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P061_枕星而眠_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\official_candidates\batches_005_007_part_a\061\official_01.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\official_candidates\batches_005_007_part_a\061\official_03.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\official_candidates\batches_005_007_part_a\061\official_04.jpg,
62,6a7bdbfe96a66f00151dadeb,毛一然,叶中花·春野花信,毛一然-叶中花·春野花信,LOCAL_SOURCE:062_row64_叶中花·春野花信.png|LOOKUP:毛一然-叶中花·春野花信,EXISTING_PRODUCT:image_02.jpg,QA_NEEDS_MANUAL,场景1作品过小，无法可靠定位四角,EXISTING_PRODUCT:image_03.jpg,QA_NEEDS_MANUAL,自动命中落在墙面/家具边缘而非作品四角，无法确认,QA_NEEDS_MANUAL,previews/qa_batches/P062_叶中花·春野花信_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\062_row64_叶中花·春野花信.png,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\062_6a7bdbfe96a66f00151dadeb\image_02.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\062_6a7bdbfe96a66f00151dadeb\image_03.jpg,previews/qa_failures/P062_叶中花·春野花信_QA.jpg
63,6a7bdc04cc27b900154c2b11,毛一然,叶中花·花漫,毛一然-叶中花·花漫,LOCAL_SOURCE:063_row65_叶中花·花漫.png|LOOKUP:毛一然-叶中花·花漫,EXISTING_PRODUCT:image_02.jpg,QA_NEEDS_MANUAL,作品过小，无法可靠定位四角,EXISTING_PRODUCT:image_03.jpg,QA_NEEDS_MANUAL,作品过小，无法可靠定位四角,QA_NEEDS_MANUAL,previews/qa_batches/P063_叶中花·花漫_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\063_row65_叶中花·花漫.png,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\063_6a7bdc04cc27b900154c2b11\image_02.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\063_6a7bdc04cc27b900154c2b11\image_03.jpg,previews/qa_failures/P063_叶中花·花漫_QA.jpg
64,6a7bdbf8bb783d00153f4aec,毛一然,叶中花·粉黛玫瑰,毛一然-叶中花·粉黛玫瑰,LOCAL_SOURCE:064_row66_叶中花·粉黛玫瑰.png|LOOKUP:毛一然-叶中花·粉黛玫瑰,EXISTING_PRODUCT:image_02.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,EXISTING_PRODUCT:image_03.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P064_叶中花·粉黛玫瑰_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\064_row66_叶中花·粉黛玫瑰.png,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\064_6a7bdbf8bb783d00153f4aec\image_02.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\064_6a7bdbf8bb783d00153f4aec\image_03.jpg,
65,6a7ee0a6eb8eff0015995b5a,吴林霏,野鸭图,吴林霏-野鸭图,LOCAL_SOURCE:official_01.jpg|LOOKUP:吴林霏-野鸭图,OFFICIAL:02_scene_c1.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,OFFICIAL:03_scene_c2.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P065_野鸭图_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\official_candidates\batches_005_007_part_a\065\official_01.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\data\artist_works\丁冠中_散落之前_20260814\preview_assets_direct\09_吴林霏_《野鸭图》\02_scene_c1.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\data\artist_works\丁冠中_散落之前_20260814\preview_assets_direct\09_吴林霏_《野鸭图》\03_scene_c2.jpg,
66,6a7ed5fb202ba20015805ccb,吴林霏,国色春融,吴林霏-国色春融,LOCAL_SOURCE:official_01.jpg|LOOKUP:吴林霏-国色春融,OFFICIAL:02_scene_c1.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,OFFICIAL:03_scene_c2.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P066_国色春融_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\official_candidates\batches_005_007_part_a\066\official_01.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\data\artist_works\丁冠中_散落之前_20260814\preview_assets_direct\08_吴林霏_《国色春融》\02_scene_c1.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\data\artist_works\丁冠中_散落之前_20260814\preview_assets_direct\08_吴林霏_《国色春融》\03_scene_c2.jpg,
67,6a7ed5a4e3af990015a39702,吴林霏,寿石芳华,吴林霏-寿石芳华,LOCAL_SOURCE:official_01.jpg|LOOKUP:吴林霏-寿石芳华,OFFICIAL:02_scene_c1.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,OFFICIAL:03_scene_c2.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P067_寿石芳华_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\official_candidates\batches_005_007_part_a\067\official_01.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\data\artist_works\丁冠中_散落之前_20260814\preview_assets_direct\06_吴林霏_《寿石芳华》\02_scene_c1.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\data\artist_works\丁冠中_散落之前_20260814\preview_assets_direct\06_吴林霏_《寿石芳华》\03_scene_c2.jpg,
68,6a7ed5ce69cb0d0015e0775d,吴林霏,玉兰图,吴林霏-玉兰图,LOCAL_SOURCE:official_01.jpg|LOOKUP:吴林霏-玉兰图,OFFICIAL:02_scene_c1.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,OFFICIAL:03_scene_c2.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P068_玉兰图_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\official_candidates\batches_005_007_part_a\068\official_01.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\data\artist_works\丁冠中_散落之前_20260814\preview_assets_direct\07_吴林霏_《玉兰图》\02_scene_c1.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\data\artist_works\丁冠中_散落之前_20260814\preview_assets_direct\07_吴林霏_《玉兰图》\03_scene_c2.jpg,
69,6a7ed4e8acfd2d0015cc7459,丁冠中,散落之前 1,丁冠中-散落之前 1,LOCAL_SOURCE:069_row71_散落之前 1.jpeg|LOOKUP:丁冠中-散落之前 1,OFFICIAL:02_scene_medium_1.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,OFFICIAL:03_scene_medium_2.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P069_散落之前 1_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\069_row71_散落之前 1.jpeg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\data\artist_works\丁冠中_散落之前_20260814\preview_assets_direct\01_丁冠中_《散落之前 1》\02_scene_medium_1.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\data\artist_works\丁冠中_散落之前_20260814\preview_assets_direct\01_丁冠中_《散落之前 1》\03_scene_medium_2.jpg,
70,6a7ed50d87c186001504a423,丁冠中,散落之前 2,丁冠中-散落之前 2,LOCAL_SOURCE:070_row72_散落之前 2.jpeg|LOOKUP:丁冠中-散落之前 2,OFFICIAL:02_scene_medium_1.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,OFFICIAL:03_scene_medium_2.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P070_散落之前 2_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\070_row72_散落之前 2.jpeg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\data\artist_works\丁冠中_散落之前_20260814\preview_assets_direct\02_丁冠中_《散落之前 2》\02_scene_medium_1.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\data\artist_works\丁冠中_散落之前_20260814\preview_assets_direct\02_丁冠中_《散落之前 2》\03_scene_medium_2.jpg,
71,6a7ed532ab3c850015680c23,丁冠中,散落之前 8,丁冠中-散落之前 8,LOCAL_SOURCE:071_row73_散落之前 8.jpeg|LOOKUP:丁冠中-散落之前 8,OFFICIAL:02_scene_medium_1.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,OFFICIAL:03_scene_medium_2.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P071_散落之前 8_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\071_row73_散落之前 8.jpeg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\data\artist_works\丁冠中_散落之前_20260814\preview_assets_direct\03_丁冠中_《散落之前 8》\02_scene_medium_1.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\data\artist_works\丁冠中_散落之前_20260814\preview_assets_direct\03_丁冠中_《散落之前 8》\03_scene_medium_2.jpg,
72,6a7ed55687fda10015a4cdcc,丁冠中,散落之前 16,丁冠中-散落之前 16,LOCAL_SOURCE:072_row74_散落之前 16.jpeg|LOOKUP:丁冠中-散落之前 16,OFFICIAL:02_scene_medium_1.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,OFFICIAL:03_scene_medium_2.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P072_散落之前 16_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\072_row74_散落之前 16.jpeg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\data\artist_works\丁冠中_散落之前_20260814\preview_assets_direct\04_丁冠中_《散落之前 16》\02_scene_medium_1.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\data\artist_works\丁冠中_散落之前_20260814\preview_assets_direct\04_丁冠中_《散落之前 16》\03_scene_medium_2.jpg,
73,6a7ed57c06318f00158b348d,丁冠中,散落之前 17,丁冠中-散落之前 17,LOCAL_SOURCE:073_row75_散落之前 17.jpeg|LOOKUP:丁冠中-散落之前 17,OFFICIAL:02_scene_medium_1.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,OFFICIAL:03_scene_medium_2.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P073_散落之前 17_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\073_row75_散落之前 17.jpeg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\data\artist_works\丁冠中_散落之前_20260814\preview_assets_direct\05_丁冠中_《散落之前 17》\02_scene_medium_1.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\data\artist_works\丁冠中_散落之前_20260814\preview_assets_direct\05_丁冠中_《散落之前 17》\03_scene_medium_2.jpg,
74,6a7f03b88a78380015d39d78,治愈颜料罐,角落,治愈颜料罐-角落,LOCAL_SOURCE:074_row76_角落.png|LOOKUP:治愈颜料罐-角落,EXISTING_PRODUCT:image_02.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,EXISTING_PRODUCT:image_03.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P074_角落_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\074_row76_角落.png,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\074_6a7f03b88a78380015d39d78\image_02.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\074_6a7f03b88a78380015d39d78\image_03.jpg,
75,6a7f03dc87fda10015a5d904,治愈颜料罐,瓷语,治愈颜料罐-瓷语,LOCAL_SOURCE:075_row77_瓷语.png|LOOKUP:治愈颜料罐-瓷语,EXISTING_PRODUCT:image_02.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,EXISTING_PRODUCT:image_03.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P075_瓷语_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\075_row77_瓷语.png,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\075_6a7f03dc87fda10015a5d904\image_02.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\075_6a7f03dc87fda10015a5d904\image_03.jpg,
76,6a7f0477c0b079001539e3da,治愈颜料罐,暖,治愈颜料罐-暖,LOCAL_SOURCE:076_row78_暖.png|LOOKUP:治愈颜料罐-暖,EXISTING_PRODUCT:image_02.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,EXISTING_PRODUCT:image_03.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P076_暖_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\076_row78_暖.png,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\076_6a7f0477c0b079001539e3da\image_02.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\076_6a7f0477c0b079001539e3da\image_03.jpg,
77,6a545d9b4ab6d300156c31ec,顽童,权利游戏之来财,顽童-权利游戏之来财,LOCAL_SOURCE:077_row79_权利游戏之来财.png|LOOKUP:顽童-权利游戏之来财,EXISTING_PRODUCT:image_02.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,EXISTING_PRODUCT:image_03.jpg,QA_NEEDS_MANUAL,场景2为近景/细节式图，无法确认完整作品边缘和场景关系,QA_NEEDS_MANUAL,previews/qa_batches/P077_权利游戏之来财_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\077_row79_权利游戏之来财.png,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\077_6a545d9b4ab6d300156c31ec\image_02.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\077_6a545d9b4ab6d300156c31ec\image_03.jpg,previews/qa_failures/P077_权利游戏之来财_QA.jpg
78,6a548b8ca54570001590a94d,顽童,权利游戏之操控,顽童-权利游戏之操控,LOCAL_SOURCE:078_row80_权利游戏之操控.png|LOOKUP:顽童-权利游戏之操控,OFFICIAL:scene_1_official_white_wall.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,EXISTING_PRODUCT:image_02.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P078_权利游戏之操控_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\078_row80_权利游戏之操控.png,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\official_candidates\batches_005_007\78\scene_1_official_white_wall.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\078_6a548b8ca54570001590a94d\image_02.jpg,
82,6a82e33cbbfeef00155b125a,张玲,野兽派猫居手记 5（2026）,张玲-野兽派猫居手记 5（2026）,LOCAL_SOURCE:082_row84_野兽派猫居手记 5（2026）.png|LOOKUP:张玲-野兽派猫居手记 5（2026）,OFFICIAL:official_05.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,EXISTING_PRODUCT:image_02.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P082_野兽派猫居手记 5（2026）_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\082_row84_野兽派猫居手记 5（2026）.png,C:\Users\Administrator\Documents\ChatGPT\商品管理\work\qiyq_excel_dual_preview_20260817_qiyq_excel_dual\assets\06_张玲_野兽派猫居手记_5\official_05.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\082_6a82e33cbbfeef00155b125a\image_02.jpg,
83,6a82e3622f72a60015ac21aa,张玲,野兽派猫居手记 6（2026）,张玲-野兽派猫居手记 6（2026）,LOCAL_SOURCE:083_row85_野兽派猫居手记 6（2026）.png|LOOKUP:张玲-野兽派猫居手记 6（2026）,OFFICIAL:official_05.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,EXISTING_PRODUCT:image_02.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P083_野兽派猫居手记 6（2026）_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\083_row85_野兽派猫居手记 6（2026）.png,C:\Users\Administrator\Documents\ChatGPT\商品管理\work\qiyq_excel_dual_preview_20260817_qiyq_excel_dual\assets\07_张玲_野兽派猫居手记_6\official_05.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\083_6a82e3622f72a60015ac21aa\image_02.jpg,
84,6a82e38a69cb0d0015fae931,张玲,野兽派猫居手记 7（2026）,张玲-野兽派猫居手记 7（2026）,LOCAL_SOURCE:084_row86_野兽派猫居手记 7（2026）.png|LOOKUP:张玲-野兽派猫居手记 7（2026）,OFFICIAL:official_05.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,EXISTING_PRODUCT:image_02.jpg,QA_NEEDS_MANUAL,场景2为近景/细节式图，无法确认完整作品边缘和场景关系,QA_NEEDS_MANUAL,previews/qa_batches/P084_野兽派猫居手记 7（2026）_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\084_row86_野兽派猫居手记 7（2026）.png,C:\Users\Administrator\Documents\ChatGPT\商品管理\work\qiyq_excel_dual_preview_20260817_qiyq_excel_dual\assets\08_张玲_野兽派猫居手记_7\official_05.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\084_6a82e38a69cb0d0015fae931\image_02.jpg,previews/qa_failures/P084_野兽派猫居手记 7（2026）_QA.jpg
85,6a82e3b4a495710015075be2,张玲,野兽派猫居手记 8（2026）,张玲-野兽派猫居手记 8（2026）,LOCAL_SOURCE:085_row87_野兽派猫居手记 8（2026）.png|LOOKUP:张玲-野兽派猫居手记 8（2026）,OFFICIAL:official_05.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,EXISTING_PRODUCT:image_02.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P085_野兽派猫居手记 8（2026）_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\085_row87_野兽派猫居手记 8（2026）.png,C:\Users\Administrator\Documents\ChatGPT\商品管理\work\qiyq_excel_dual_preview_20260817_qiyq_excel_dual\assets\09_张玲_野兽派猫居手记_8\official_05.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\085_6a82e3b4a495710015075be2\image_02.jpg,
86,6a75bd64b814030015b51a71,张玲,《海的呼唤》系列之十一,张玲-《海的呼唤》系列之十一,LOCAL_SOURCE:086_row88_《海的呼唤》系列之十一.png|LOOKUP:张玲-《海的呼唤》系列之十一,EXISTING_PRODUCT:image_02.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,EXISTING_PRODUCT:image_03.jpg,QA_PASS,原图与场景作品区域匹配并已生成透视校正裁片；逐项检查未见明确缺边、内容替换、装裱冲突或明显比例失真,QA_PASS,previews/qa_batches/P086_《海的呼唤》系列之十一_QA.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\source_excel\086_row88_《海的呼唤》系列之十一.png,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\086_6a75bd64b814030015b51a71\image_02.jpg,C:\Users\Administrator\Documents\Codex\2026-06-23\shoppingpush\outputs\xiaohongshu_scene_rebuild_20260821\live_current\images\086_6a75bd64b814030015b51a71\image_03.jpg,
